Employment - Title,Job Description,Employment - Type,Major,Skills / Qualifications
Intern - Actuarial Life & Health,"       applied     Farm's Intern - Actuarial Life & Health job   25291939,       apply     posting;         considered     on-campus interview. Applicants   apply     posting     considered   phone interviews     Farm's recruiting team       date.       unsure         applied     Farm's previous posting,   refer     Applications Submitted dashboard     FutureLink homepage   confirm   applying. #   Positions 4 Job Type Para-professional/Support Full/Part Time Internship Shift   Weekends Required   Required     Farm®?   commitment   customers       No. 1 insurer   cars   homes     United States.     commitment     work force                 stay here.   90-year track record highlights   Farm     employer   choice committed   providing career opportunities       lifetime.   diverse backgrounds   talent,   meaningful work   comprehensive benefits, ""Like   good neighbor...""       slogan.                 business. Check     Video Gallery   learn more.       DUTIES   RESPONSIBILITIES     POSITION? *Various duties depending   department *Completes training   workstations   job/department specific applications *Demonstrates ability   effectively analyze   execute professional level work     assigned department *Work   special projects   assigned     supervisor *Demonstrates   understanding     Farm policies   procedures   KNOWLEDGE   SKILLS   NEEDED     SUCCESSFUL     POSITION? *Must     college student *Effective communication skills,   oral   written *Ability   work   team environment ITEMS   NOTE *Position   eligible   merit increases ADDITIONAL   Life/Health Actuarial Interns   assigned   individual project.   projects   included experience studies, assessments   product profitability,   model conversions. Internship   Location: Bloomington, Illinois Dates:   23, 2016   August 5, 2016 Housing:     Bloomington-based interns BENEFITS: TOTAL REWARDS   Total Rewards benefits package includes: *Competitive starting salary *Annual merit reviews *Annual bonus potential         eligible   participate   Medical, Dental, Life   Disability Insurance, Vision, 401(k) Plan, Credit Union,   fully funded retirement pension plan,   more.           company, careers   Total Rewards, visit www.statefarm.com/careers.       learn         expect     employment process here.   Farm Insurance     equal opportunity employer Apply Here: http://www.Click2apply.net/d6gx4vwrph PI91799186",Internship,"Actuarial Science, Mathematics","Preferred Qualifications: --Majors   Actuarial Science, Mathematics   Statistics --A 3.5 minimum GPA       math courses --Successful completion     actuarial exam --Experience   Microsoft Office Suite (Excel   particular)     Object-Oriented programming language (Java, .NET, etc.)"
Intern - Actuarial Property & Casualty,"       applied     Farm's Intern - Actuarial Property & Casualty job   25291915,       apply     posting;         considered     on-campus interview. Applicants   apply     posting     considered   phone interviews     Farm's recruiting team       date.       unsure         applied     Farm's previous posting,   refer     Applications Submitted dashboard     FutureLink homepage   confirm   applying. #   Positions 4 Job Type Para-professional/Support Full/Part Time Internship Shift   Weekends Required   Required     Farm®?   commitment   customers       No. 1 insurer   cars   homes     United States.     commitment     work force                 stay here.   90-year track record highlights   Farm     employer   choice committed   providing career opportunities       lifetime.   diverse backgrounds   talent,   meaningful work   comprehensive benefits, ""Like   good neighbor...""       slogan.                 business. Check     Video Gallery   learn more.       DUTIES   RESPONSIBILITIES     POSITION? *Various duties depending   department *Completes training   workstations   job/department specific applications *Demonstrates ability   effectively analyze   execute professional level work     assigned department *Work   special projects   assigned     supervisor *Demonstrates   understanding     Farm policies   procedures   KNOWLEDGE   SKILLS   NEEDED     SUCCESSFUL     POSITION? *Must     college student *Effective communication skills,   oral   written *Ability   work   team environment ITEMS   NOTE *Position   eligible   merit increases ADDITIONAL   Property & Casualty (P&C) Actuarial Interns work   actuaries     levels   individual projects       group project         Farm       leader     industry Internship Information: Location: Bloomington, Illinois Dates:   23, 2016   August 5, 2016 Housing:     Bloomington-based interns) BENEFITS: TOTAL REWARDS   Total Rewards benefits package includes: *Competitive starting salary *Annual merit reviews *Annual bonus potential         eligible   participate   Medical, Dental, Life   Disability Insurance, Vision, 401(k) Plan, Credit Union,   fully funded retirement pension plan,   more.           company, careers   Total Rewards, visit www.statefarm.com/careers.       learn         expect     employment process here.   Farm Insurance     equal opportunity employer Apply Here: http://www.Click2apply.net/ny584pp3vr PI91799083",Internship,"Actuarial Science, Mathematics"," Preferred Qualifications: --Majors   Actuarial Science, Mathematics   Statistics --A 3.5 minimum GPA       math courses --Successful completion     actuarial exam --Experience   Microsoft Office Suite (Excel   particular)     Object-Oriented programming language (Java, .NET, etc.)"
Financial Analyst,"        fast moving, data driven business environment? Altaquip     leading outdoor equipment repair service.       growing   exciting business.       numbers, analyzing data   helping leaders     decisions –   join us!   position   responsible     finance   accounting activities, involving period-end closing   financial analysis.   position requires   recording   accounting transactions     general ledger     accurate   timely manner       analyzing         business.   position requires accurate   timely reporting   business results.     prepare monthly journal entries, account reconciliations   reporting     balance sheet accounts   ensure compliance   GAAP   IFRS.     analyze   business activities   interact     business partners   gather sound explanations   needed   management discussion. Special Finance & Accounting project work   assigned   management Work         company’s policies   procedures",Career Employment – Graduating Students & Alumni,"Biostatistics, Economics - Business, Actuarial Science, Data Analytics, Economics, Mathematics","Basic Qualifications •4 year college degree           areas: mathematics, economics, accounting   finance     relevant   equivalent experience •1+ years   experience •Basic understanding   GAAP   IFRS •Demonstrated intermediate Excel skills •Working knowledge   ERP & accounting systems: Pro-Com, Quick Books, Oracle, Lawson Preferred Qualifications •4 year college degree           areas: math, economics, accounting   finance •2+ years industry experience •Working knowledge   GAAP •Demonstrated intermediate Excel skills; Working hands-on experience   SQL   plus. •Demonstrated skills     ERP & accounting systems: Pro-Com, Quick Books, Oracle, Lawson •Cost Accounting & Inventory Transaction Knowledge •Pricing Analysis Functional Responsibilities 1.Quarterly   annual objectives   satisfactorily achieved   agreed time frame 2.Delegated assignments     completed   agreed time frame 3.Demonstrates   analytical approach   add       business   assigned functional areas Performance Attributes 1.Personal Administration – Effectively manages personal time   effort   achieve   administrative tasks 2.Initiative – Demonstrates willingness   ability       self-starter,     initiative   solve problems/pursue business opportunities 3.Assertiveness – Demonstrates   ability   desire   initiate     accomplish personal   business goals 4.Results Oriented – Remains focused   desired goal     process 5.Creativity – Demonstrates   ability   develop,   direction,   approaches, processes, solutions, etc. 6.Decision Making –   sound business decisions, and,   necessary,     comprehensive fact base. 7.Challenges   Process – Constructively challenges   process   takes   initiative   search   opportunities   grow, improve,   innovate"
2016 Summer Program – Credit Solutions Architecture Intern,"2016 Summer Program – Credit Solutions Architecture Intern Department Overview Hearing   Big Data   old. Creating   solutions utilizing   analysis   Big Data                 learn about. Governments, Bankers   Investors     data analytics   drive   daily decisions   thousands,   millions   people.   Architecture team   Credit Solutions revolutionizes   data   collected     ways     machine learning     utilized   draw   relationship     data sets. Here, you’ll discover   fun         tedious Linear Algebra, Discrete Mathematics   Statistics     apply     solve real problems. Position Description You’ll     opportunity       intelligence – you’ll       test   creative ideas   learn additional skills   making exciting discoveries. You’ll learn         architecture,   discipline     principles   innovating   development     applications. Knowledge   languages, including Java, C#       higher level language,   enable     express   ideas     demonstrable fashion. Expect   knowledge   skills     strengthened   enriched     work     experienced engineers. Location Options •   York, NY   S&P Capital IQ   McGraw Hill Financial S&P Capital IQ     leading provider   multi-asset class   real time data,     analytics.   career   S&P Capital IQ puts       position     essential   institutional investors, investment advisors   wealth managers     world. Learn     http://www.mhfi.com/careers/our-brands/sp-capital-iq McGraw Hill Financial includes Standard & Poor’s Ratings Services, S&P Capital IQ, S&P Dow Jones Indices, J.D. Power, Platts,   McGraw Hill Construction. Together, we’re   foremost providers   essential intelligence     capital   commodities markets.",Internship,"Economics - Business,   Systems,   Science   Engineering, Electrical     Engineering, Engineering Physics, Actuarial Science, Data Analytics, Economics, Mathematics,       Science","Qualifications • Rising junior   enrolled       tier university; minimum 3.0 GPA required • Passion   Linear Algebra, Discrete Mathematics   Statistics • Permanent U.S. work authorization   required • Intellectually curious;     adapt     technologies, quick learner • Detailed oriented, analytical   problem solving abilities • Professional   energetic; comfortable working     fast paced environment • Strong   communication skills;     work     team environment • Familiarity   algorithms, software design             following:   Java / JEE / C# / ASP.NET / SQL   Hadoop / HDFS / Cloud Computing   Machine Learning / Analytics"
  Architecture   Infrastructure Analyst,"  Architecture   Infrastructure Analyst   responsible   project-oriented activities     aimed   improve     performance   efficiency       organization.   successful candidate   design, document, implement,   support architecture   infrastructure solutions   support business partner requirements,     fast paced   dynamic environment       ideal setting   entry-level   professionals. Individuals     accountable   obtaining requirements   technology   application owners   assisting     implementation   identified solutions.   successful candidate       high-energy, hands-on individual   strength   convictions           outstanding teamwork, interpersonal   communication skills,   addition   technical skills   adapting       evolving technologies.   FCA,       pushing   limits     global business environment   providing opportunities   personal growth.     organization   driven   coach   hires                   freedom   act. FCA     unique opportunity   work     Technology     leading global automotive company.       challenged   understand   business areas   support,   maintaining   technical acumen.   goal     enhance   understanding     automotive industry,     takes   develop creative solutions   drive business growth,       bridge   gap   business   technology.FCA     unique culture, offering   opportunity   expand   horizons,   enjoy       it. Architecture   Infrastructure Analyst positions     located     Chrysler Technology Center   Auburn Hills, Michigan,     local facilities     Detroit Metropolitan area.   hires     assigned           areas based   organizational needs, interest, skills,   background: Security Operations Network   Voice Datacenter Operations   User Services Data Resource Management Enterprise Architecture",Career Employment – Graduating Students & Alumni,"  Systems,   Science   Engineering, Electrical     Engineering, Engineering Physics,   Science   Engineering, Electrical     Engineering, Data Analytics,       Science","Basic Qualifications: • Bachelor   Science degree             fields:   Science,   Engineering, Telecommunications, Management   Systems, Business   Management     concentration     Science   Management   Systems Preferred Qualifications: • Strong     automotive industry • Excellent written   oral communication skills • Exhibits strong leadership characteristics • Problem solving experience • Strong interpersonal skills • Ability   work   individually       team environment"
  Business   Analyst,"  Business Systems Analyst   responsible   supporting             FCA organizations   ensuring   systems align   corporate objectives.     Business Analyst,     work closely   business partners   team members   document business processes/requirements, recommend process improvements   document processes       system.   role   candidates   gain exposure   real   challenges   rewarding experiences,     fast paced   dynamic environment       ideal setting   entry-level   professionals.   successful candidate       high-energy, hands-on individual   strength   convictions           outstanding teamwork, interpersonal   communication skills,   addition   technical skills   adapting       evolving technologies.   FCA,       pushing   limits     global business environment   providing opportunities   personal growth.     organization   driven   coach   hires                   freedom   act. FCA     unique opportunity   work     Technology     leading global automotive company.       challenged   understand   business areas   support,   maintaining   technical acumen.   goal     enhance   understanding     automotive industry,     takes   develop creative solutions   drive business growth,       bridge   gap   business   technology.FCA     unique culture, offering   opportunity   expand   horizons,   enjoy       it. Business Analyst positions     located     Chrysler Technology Center   Auburn Hills, Michigan,     local facilities     Detroit Metropolitan area.   hires     assigned     position           areas, based   organizational needs, interest, skills,   background: Product & Powertrain Development Manufacturing & Supply Chain Quality & Infotainment Parts & Services (MOPAR) Commercial, Brands, Communication & Business Intelligence Finance   Purchasing Legal, Audit & Business Development   User Services Human Resources Process, Methods, Contract & Change Management Quality   Infotainment",Career Employment – Graduating Students & Alumni,"  Systems,   Science   Engineering, Electrical     Engineering, Engineering Physics, Data Analytics,       Science","Basic Qualifications: • Bachelors   Science degree             fields:   Science,   Engineering, Telecommunications, Management   Systems, Business   Management     concentration     Science   Management   Systems     field Preferred Qualifications: • Strong     automotive industry • Excellent written   oral communication skills • Exhibits strong leadership characteristics • Problem solving experience • Strong interpersonal skills • Ability   work   individually       team environment • Interested   working     office   manufacturing environment"
Quantitative Analyst -   Time,"    Quantitative Analyst,       opportunity   interact     areas     company   expand     problem-solving expertise   communication skills.   work closely   company leaders   provide analytical insight     mentorship opportunities   continue   professional development.         time opportunities     areas: Pricing Analysts: """"Forecasters""""     analytical, investigative, problem-solving   team-building skills   evaluate market trends, implement insurance pricing options   recommend rate adjustments. Comparison Rating Analysts: """"Utility Players""""   influence pricing, market research, Web   design           Progressive's comparison rating tool     competitive edge. Data Analysts: """"Storytellers""""     programming   quantitative skills   write queries, gather data   Excel   SAS,   manipulate data   identify trends     business groups.       telling   story     data   working closely     team   prepare     presentation   business partners.",Career Employment – Graduating Students & Alumni,"Consumer   Family Financial Services, Accounting, Economics - Business, Finance,   Systems, Insurance, Executive Master   Business Administration, Master   Accounting, Master   Business Administration, Master   Finance –Specialized, Working Professional MBA,   Science   Engineering, Electrical     Engineering, Engineering Physics,   Science   Engineering, Electrical     Engineering, Actuarial Science, Data Analytics, Economics, Mathematics,       Science, Statistics, Mathematical Sciences - MMS, Economics, Mathematics - MS & PhD","•Pursuing Bachelor's   Master's degree     quantitative area   study (Actuarial Science, Economics, Mathematics, Statistics,   Science     focus   data analysis     analytical disciplines) •Solid communications skills, verbal   written •Solid problem solving skills •Advanced analytical skills •Ability   learn SAS and/or SQL •Organizational skills (planning, time management, priority management) •Passion   continuous learning •Adaptable   flexible •Basic knowledge   Microsoft Office tools (Word, Excel, PowerPoint, Access) •Demonstrated skills   Excel including   ability   create, manipulate   formulate spreadsheets"
2016 Staff/Research Assistant Positions (844-410),"  American Enterprise Institute   Public Policy   (AEI)   seeking Staff     Assistants   employment   summer 2016. Employment opportunities consist     assistant positions       program areas: economic policy studies, foreign   defense policy studies,   social   political studies.   addition, staff vacancies   occur     development, conferences, human resources, public affairs,   communication departments. Staff positions provide opportunities   work       America’s   renowned scholars, economists, legal scholars, political scientists,   foreign policy specialists       current public policy issues. ",Student Employment –   Campus,"Human Development   Family Science, Social Work, Public Affairs, Economics - Business, Political Science, Psychology, Sociology, Economics, Globalization Studies, Sexuality Studies, International Studies, Islamic Studies, Women's Gender   Sexuality Studies","Positions require excellent organizational, research, writing,     skills,         ability   multi-task. Responsibilities include researching, writing, editing, event planning,   administrative work.       public policy   essential.   academic department positions support       scholar,       grouped     general topic—healthcare, foreign policy, etc. Competitive candidates   generally possess   3.6 GPA       ranking college   university. AEI   dedicated   preserving   strengthening   foundations   freedom—government, private enterprise, vital cultural   political institutions,     strong foreign policy   national defense—through scholarly research, open debate,   publications. Located   Washington, D.C., AEI       America's largest     respected non-partisan ""think tanks."" AEI   covers economics   trade; social welfare; government tax, spending, regulatory,   legal policies; U.S. politics; international affairs;   U.S. defense   foreign policies.   Institute publishes dozens   books   hundreds   articles   reports   year. AEI publications   distributed     government officials   legislators, business executives, journalists,   academics;   conferences, seminars,   lectures   regularly covered   national television.     early spring, specific summer 2016 vacancies     posted   individual listings,       submit application materials         positions   order     formally considered.   submit   resume, cover letter, academic transcript (unofficial   acceptable),     short writing sample (5     less)."
Database Analyst Part-time/Internship,"Job Overview:   Part-time Database Analyst   responsible   performing high volume data entry   includes   addition   new, relevant contacts   company entities     CRM   marketing automation systems.   person   responsible   helping   grow   prospect database   ensuring database accuracy   coverage. Key responsibilities   accountabilities: Identify   input   contacts   CRM     data collection techniques including web-based     verification phone calls. Perform data ‘spot checks’   verify   update existing contact record information. Monitor   ensure   completion   accuracy   prospect contact records. Identify   eliminate duplicate contact records. Utilize reports   analysis   continually identify trends   opportunities   improvement. Provide actionable summaries   key findings     department members     consistent   proactive basis. Required Skills:   working     degree   business, marketing, economics, statistics     field General understanding   familiarity   databases, segmentation   targeting techniques     application   marketing initiatives Experience   applying     market   analysis, data enhancement   improving targeting efforts. Advanced   skills   required (Microsoft Excel, Access   Word).     strong analytical   problem-solving skills.         manage multiple priorities     fast-paced environment. Individual     highly proactive         self-directed learner   motivator. Possess strong interpersonal skills     excellent verbal   written communication abilities. Requires   passion   data   analysis       contributes       goals Exercises   fundamental willingness   learn, identify imaginative   resourceful solution   problems; thinks     box;         ways         seeks opportunities   provide creative solutions, proactively.",Internship,"Undergraduate Majors, Economics, Mathematics","Required Skills:   working     degree   business, marketing, economics, statistics     field General understanding   familiarity   databases, segmentation   targeting techniques     application   marketing initiatives Experience   applying     market   analysis, data enhancement   improving targeting efforts. Advanced   skills   required (Microsoft Excel, Access   Word).     strong analytical   problem-solving skills.         manage multiple priorities     fast-paced environment. Individual     highly proactive         self-directed learner   motivator. Possess strong interpersonal skills     excellent verbal   written communication abilities. Requires   passion   data   analysis       contributes       goals Exercises   fundamental willingness   learn, identify imaginative   resourceful solution   problems; thinks     box;         ways         seeks opportunities   provide creative solutions, proactively."
Managed Services Tier II Application Support Engineer,"  INFOVERITY: •       professional consultancy   dedicated   management specialists •   professionals   experience       MDM   data quality solution     2000 •   specialize   Enterprise   Management solutions, including reference   master data solutions/technologies,   data governance   stewardship organizational design •   uncover   latent       clients'   assets •     strategic practitioners   emphasize     plan     realized           delivers   •   practice   diplomacy   complex organizational landscapes •       equal opportunity employer SUMMARY:   position   responsible   tier II technical support   Enterprise   Management solutions.   supporting advanced application     issues received   Managed Services customers,   position     responsible   identifying trends and/or documenting   issues.   position   responsible   reviewing tickets         users and/or   Support groups   ensure client satisfaction   timely resolutions. ESSENTIAL DUTIES   RESPONSIBILITIES: • Performs tier II support   Managed Services customers-   discerns   prioritizes   incoming requests   tickets. •   technical assistance   problem resolution   customers requesting assistance   application       issues   questions. • Demonstrates   commitment   increasing customer satisfaction. Delivers friendly, courteous service   clients. • Responsible           open and/or overdue tickets assuring   resolution     timely manner. • Maintains       knowledge-based   system. Includes data entry   commonly reported problems, questions,     resolutions   troubleshooting steps. •   on-call support     hours   weekends • Gathers   qualifies functional   technical requirements. Vets design, development   unit testing     clients   validation. • Collaborates   test leads   document, plan   execute solution testing.",Career Employment – Graduating Students & Alumni,"Health   Management   Systems,   Systems, General Business,   Science   Engineering, Electrical     Engineering, Engineering Physics, Industrial   Systems Engineering, Data Analytics,       Science","GENERAL SKILLS   APTITUDES: • Critical thinking skills     strong analytical mindset. • Experience   technical configuration skills   Master Data Management (MDM) and/or Product   Management (PIM) principles, data   technologies. Including     limited to: Informatica MDM & PIM, Stibo, Riversand   Oracle. • Experience   digital media assets   retail products   consumer packaged goods,     product marketing images, videos   content. • Experience   skills   relational databases   SQL,   Oracle   MS SQL Server.       ability   analyze database structures, data   troubleshoot errors/issues   performance. • Exposure   e-commerce solutions     (Demandware, Hybris, Magento, • Experience   data modeling   high level understanding   data integration,   real-time   batch. • Understanding   data quality   governance solutions. Technical experience   plus. • Skills   Unix     user level     plus. • Experience     Java programming language   plus. EMPLOYMENT REQUIRMENTS: • Bachelor's degree preferred. •     U.S. Citizen     permanent residency status     green card. •         travel     25% (defined   Mon-Thurs).       valid U.S. driver's license   sufficient driving record         rent   car. •   maintain   highly professional appearance   demeanor     times COMPENSATION & BENEFITS: • Full-time position (W-2) • Competitive base salary   attractive bonus program       limit bonus potential • 401(k)   employer match • Comprehensive health   dental • 3 weeks   paid time off,   8 paid holidays • Paid training   technical certification"
Student Assistant,"Helps program director     staff   education, communications,   OBIC programs including assisting     development   maintenance   websites; write   edit articles; create graphic art; event planning; assist   staff OBIC events; grant program records   materials; assist program director     tasks   assigned.",Student Employment –   Campus,"Undergraduate Majors, Undergraduate Majors, Undergraduate Majors","Undergraduate student; Prefer communications, marketing,   business major.   majors     considered.       strong communication/social media skills."
Associate Consultant   Pharma/Biotech Consulting Company,"Overview: Associate Consultants     members   C1 project teams   work     experienced C1   Consultants   Managers   deliver consulting, strategic marketing,   market   projects   clients.     role         personally deliver components     client engagement, contributing       success     engagement.     demonstrate strong advisory   project management skills,   responsibilities   grow rapidly.     Associate Consultant,   will: Manage client relationships   project delivery Work   multiple projects       time Apply strong analytic   project management skills   actively involved   company   team development Utilize business analytics, statistical models, secondary data   primary market   expertise       clients achieve   business objectives Work     team     highly collegial   collaborative environment Qualifications: Graduates     Master’s programs       2-3 years   relevant work experience Graduates   PhD programs   no/limited prior relevant industry work experience   strong analytic focus     background           disciplines (or   disciplines): Operations Research, Industrial Engineering, Economics, Statistics, Psychology, Sociology, Bio-engineering, Public Health,   life sciences,   business Experience   keen       life sciences   healthcare Experience   business analytics   computational data analytics (“big data”)   highly desired Knowledge       software programs   desired: R, SAS, SPSS, STATA, Tableau, Python, C, C++, MATLAB, VBA Excellent verbal   written communication skills Detailed oriented   organized Qualified candidates     years   relevant work experience     considered       Consultant position       apply   C1: Learning -   C1,   invest     employees’ long term professional development. Working here,     receive   formal   “on-the-job” training       build   skills       propel   career   Great environment –   collegial team environment, meritocracy   openness     drivers     company.       rapidly growing consulting company             center       Compensation –   offer   competitive salary     attractive benefits package   meets         employees     business model Challenging   exciting work -   consult   work     variety   biotech   pharmaceutical clients.     work   innovative   challenging projects       clients     strategic decisions",Career Employment – Graduating Students & Alumni,"Graduate & Professional Programs, College   Public Health, Graduate   Professional Programs, Economics, Mathematical Sciences - MMS, Mathematics - MS & PhD","Qualifications: Graduates     Master’s programs       2-3 years   relevant work experience Graduates   PhD programs   no/limited prior relevant industry work experience   strong analytic focus     background           disciplines (or   disciplines): Operations Research, Industrial Engineering, Economics, Statistics, Psychology, Sociology, Bio-engineering, Public Health,   life sciences,   business Experience   keen       life sciences   healthcare Experience   business analytics   computational data analytics (“big data”)   highly desired Knowledge       software programs   desired: R, SAS, SPSS, STATA, Tableau, Python, C, C++, MATLAB, VBA Excellent verbal   written communication skills Detailed oriented   organized Qualified candidates     years   relevant work experience     considered       Consultant position"
ACCEL Retail Bank Development Program Analyst/Associate,"  joining     PNC’s Development Programs,     explore   potential   hands-on experience     professional environment.       excellent opportunity     exploring   career goals,   addition   growing   skills   key areas.   goal   PNC’s Development Programs       analysts   associates   development roles   production roles       PNC’s lines   business (LOB). Consumer   Business Banking Track   ACCEL Retail Bank Development Program (RBDP) - Consumer   Business Banking Track,     accelerated development program     college graduates   exceptional leadership potential. ACCEL RBDP develops PNC's   generation   Retail Bank leaders     12-month program     sales, technical   leadership/professional development training enhanced   experiential learning opportunities.   ACCEL RBDP combines leadership   sales/service excellence training   instruction   specific banking operations. Recognized   outstanding representatives   PNC's brand, successful graduates     12 month program   eligible   placement   entry level Branch Management   Business Banking roles. Experiences   include exposure     market's footprint   assignments     locations.     ACCEL RBDP CONSUMER & BUSINESS BANKING TRACK OFFERS • Branch Management,   Business Banking rotations • One-on-one mentoring/coaching   branch • Branch Management   Business Banking training • Technical, sales,   service excellence training • Leadership development • Knowledge-building workshops • Relationship-building   learning events       months     ACCEL RBDP learning path offers   basic fundamental understanding   Retail Banking including   key rotations     Branch   provide   solid foundation   sales, servicing   branch operations;     exposure   key elements   Branch Management   Business Banking. Learn     PNC’s Development Programs   join   Talent Community   www.pnc.jobs/students. Financial Specialist Track ACCEL’s Retail Bank Development Program (RBDP) Financial Specialist Track     accelerated development program     college graduates     strong academic financial background & exceptional leadership potential. ACCEL develops PNC’s   generation   Retail Bank leaders     12-month program     sales, technical   leadership/professional development training enhanced   experiential learning opportunities designed   prepare     uncover investment opportunities     branch environment.   ACCEL RBDP Financial Specialist Track   prepare           Financial Specialist II position       you: 1. Serve     local Branch   cultivate   develop investment relationships   profiling   providing guidance   investment choices   performance transactions   services,   daily customer sales   service interactions. 2. Assist Branch Manager   investment goals   coaching, training staff,     organizing   leading focused investment activities     branch. 3. Perform Branch Banking consumer sales duties.   ACCEL RBDP combines leadership   sales/service excellence training   instruction   specific banking   investment operations. Recognized   outstanding representatives   PNC's brand, successful graduates     12 month program   eligible   placement   entry level Branch Management   Business Banking roles. Experiences   include exposure     market's footprint   assignments     locations.     ACCEL RBDP FINANCIAL SPECIALIST TRACK OFFERS • Sales, Service Partner & Investment rotations • One-on-one mentoring/coaching   branch • Investment   Consumer Banking training • Sales, Investment,   Service Excellence training • Training   tools   completing   FINRA Series 7, 66     Life & Health Insurance exams • Leadership development • Knowledge-building workshops • Relationship-building   learning events       months     ACCEL RBDP learning path offers   basic fundamental understanding   Retail Banking including   key rotations     Branch Banking division   provide   solid sales foundation.   month four, associates   spend time   preparation   completing   FINRA Series 7, 66     Life & Health Insurance exams   certification     months   come.   passing   licensing exams associates   receive   training   experiential learning opportunities     consumer banking   investment areas specific     eventual placement     Financial Specialist II role. Learn     PNC’s Development Programs   join   Talent Community   www.pnc.jobs/students. Job Profile: Participates     analyst/associate         business development program. • Performs   assists   core activities     group   applying knowledge learned   drive business   (e.g. deal, sales,   process support, internal   external customer interaction,   supporting internal projects). Works   supervision       limited approval and/or exception authority. • Participates   social learning     organization (e.g. identifies   networks   business representatives   peers, participates   mentoring, job shadowing   community outreach). • Participates   formal learning (e.g. classroom, web-based,   virtual)   completes   activities   projects. • Supports   internal   external customer experience   providing excellent service     times; takes accountability   ensures problem resolution. PNC   equal opportunity   qualified persons     race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status,     categories protected   law.",Career Employment – Graduating Students & Alumni,"Undergraduate Majors, Communication, Economics, Mathematics","Required Education   Experience: • Preferred business relevant majors (e.g. Finance, Economics, Marketing, Management, Communications) Minimum GPA 3.0. • Roles     level   filled     university / college graduates         professional experience,   possessing relevant skills. Includes individuals joining   organization     corporate development/training program."
ACCEL Retail Bank – Customer Care Development Program Analyst/Associate,"  joining     PNC’s Development Programs,     explore   potential   hands-on experience     professional environment.       excellent opportunity     exploring   career goals,   addition   growing   skills   key areas.   goal   PNC’s Development Programs       analysts   associates   development roles   production roles       PNC’s lines   business (LOB).   Customer Care track,           ACCEL Retail Bank Development Program (RBDP),     accelerated development program     college graduates   exceptional leadership potential designed   prepare individuals   management       center environment. ACCEL RBDP, Customer Care track develops PNC’s   generation   Retail Bank leaders     12-month program     technical,   center   leadership/professional development training enhanced   experiential learning opportunities.   Customer Care Development Program combines leadership   sales/service excellence training   instruction   specific banking products & operations       center environment.       months     program offers   basic fundamental understanding     Customer Care Center including   key rotations   Servicing   Nesting (Techniques       Center environment).   months 4-9     experience department specific training     Customer Care Center;   months 9-12 provide     field experience     Team Leader role     Customer Care Center. Potential opportunities exist   Kalamazoo, Michigan; Columbus, Ohio; & Pittsburgh, Pennsylvania. Learn     PNC’s Development Programs   join   Talent Community   www.pnc.jobs/students. Job Profile: Participates     analyst/associate         business development program. • Performs   assists   core activities     group   applying knowledge learned   drive business   (e.g. deal, sales,   process support, internal   external customer interaction,   supporting internal projects). Works   supervision       limited approval and/or exception authority. • Participates   social learning     organization (e.g. identifies   networks   business representatives   peers, participates   mentoring, job shadowing   community outreach). • Participates   formal learning (e.g. classroom, web-based,   virtual)   completes   activities   projects. • Supports   internal   external customer experience   providing excellent service     times; takes accountability   ensures problem resolution. PNC   equal opportunity   qualified persons     race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status,     categories protected   law.",Career Employment – Graduating Students & Alumni,"Undergraduate Majors,   Science   Engineering, Electrical     Engineering, Engineering Physics, Actuarial Science, Psychology, Communication, Economics, Mathematics,       Science","Required Education   Experience: • Preferred business relevant majors (e.g. Finance, Accounting, IT, Economics, Marketing, Math, Statistics, HR, Management, Communications, Business Law, Psychology, Logistics, Engineering,   Science, Actuarial Sciences), Minimum GPA 3.0. • Roles     level   filled     university / college graduates         professional experience,   possessing relevant skills. Includes individuals joining   organization     corporate development/training program."
